"","ID","Date","Block","Primary.Type","Description","X.Coordinate","Y.Coordinate","Year","Latitude","Longitude","Location"
"85",9421082,"12/04/2013 12:00:00 AM","026XX S DRAKE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",NA,NA,2013,NA,NA,""
"167",9415284,"12/03/2013 09:24:00 PM","008XX W LAWRENCE AVE","OFFENSE INVOLVING CHILDREN","CONTRIBUTE DELINQUENCY OF A CHILD",1169934,1932128,2013,41.9692596036265,-87.6505315447331,"(41.96925960362649, -87.65053154473313)"
"209",9415057,"12/03/2013 08:25:00 PM","004XX E RANDOLPH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1179263,1901370,2013,41.8846496385937,-87.6171738498328,"(41.88464963859371, -87.61717384983282)"
"286",9418199,"12/03/2013 07:00:00 PM","057XX S MICHIGAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1178094,1867080,2013,41.7905820222789,-87.6225085662215,"(41.79058202227888, -87.62250856622148)"
"312",9413971,"12/03/2013 06:40:38 PM","038XX W 78TH ST","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY",1151568,1852553,2013,41.7512782645224,-87.7201532174715,"(41.75127826452243, -87.72015321747146)"
"499",9415578,"12/03/2013 02:45:00 PM","030XX W ARTHINGTON ST","OFFENSE INVOLVING CHILDREN","AGG CRIM SEX ABUSE FAM MEMBER",1156162,1895841,2013,41.8699751992429,-87.7021532290041,"(41.869975199242866, -87.7021532290041)"
"546",9414972,"12/03/2013 01:41:00 PM","047XX N KEDZIE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1154224,1931538,2013,41.9679696424927,-87.708313096499,"(41.96796964249269, -87.70831309649901)"
"659",9414907,"12/03/2013 11:00:00 AM","017XX N KIMBALL AVE","OFFENSE INVOLVING CHILDREN","CONTRIBUTE CRIM DELINQUENCY JUVENILE",1153471,1911364,2013,41.9126257150503,-87.7116198206989,"(41.91262571505028, -87.71161982069894)"
"765",9415102,"12/03/2013 08:00:00 AM","060XX S INDIANA AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1178588,1865207,2013,41.7854311057045,-87.620754126573,"(41.78543110570448, -87.62075412657305)"
"894",9412655,"12/02/2013 11:00:00 PM","125XX S EDBROOKE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1179529,1821588,2013,41.6657136402322,-87.6186318201297,"(41.66571364023218, -87.61863182012965)"
"1043",9413409,"12/02/2013 07:00:00 PM","007XX N HAMLIN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1150884,1904662,2013,41.8942858371349,-87.7212995270913,"(41.894285837134866, -87.72129952709135)"
"1187",9412624,"12/02/2013 03:44:00 PM","036XX S LAKE PARK AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1182305,1881214,2013,41.8292702488307,-87.606629806292,"(41.82927024883067, -87.60662980629198)"
"1348",9417150,"12/02/2013 12:00:00 PM","015XX E 54TH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1187412,1869855,2013,41.7979803388351,-87.5882540492792,"(41.79798033883512, -87.58825404927916)"
"1636",9411217,"12/01/2013 11:30:00 PM","055XX S PRINCETON AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1175191,1868160,2013,41.7936110244033,-87.6331208231177,"(41.793611024403276, -87.63312082311768)"
"1711",9412617,"12/01/2013 09:00:00 PM","038XX S MICHIGAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1177790,1879537,2013,41.8247720367929,-87.623245860584,"(41.82477203679286, -87.62324586058403)"
"2011",9414078,"12/01/2013 01:00:00 PM","102XX S WENTWORTH AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1176784,1837212,2013,41.708650271438,-87.6282094942335,"(41.70865027143797, -87.62820949423353)"
"2030",9420279,"12/01/2013 12:15:00 PM","059XX S PRINCETON AVE","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",NA,NA,2013,NA,NA,""
"2047",9411019,"12/01/2013 12:00:00 PM","015XX N RIDGEWAY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1151053,1909776,2013,41.9083158467442,-87.7205446746773,"(41.90831584674418, -87.72054467467731)"
"2095",9410730,"12/01/2013 10:30:00 AM","059XX N NORTHWEST HWY","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1130909,1939239,2013,41.9895366476366,-87.7938636008287,"(41.989536647636626, -87.79386360082867)"
"2155",9417077,"12/01/2013 08:00:00 AM","010XX N DEARBORN ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1175782,1907529,2013,41.9016292610246,-87.6297709698832,"(41.90162926102464, -87.62977096988321)"
"2371",9413478,"11/30/2013 11:00:00 PM","039XX W JACKSON BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1150371,1898361,2013,41.8770052433146,-87.7233481298252,"(41.87700524331456, -87.72334812982524)"
"2801",9410111,"11/30/2013 12:00:00 PM","073XX S SOUTH SHORE DR","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1195334,1857264,2013,41.7632377471613,-87.5596187523172,"(41.76323774716129, -87.55961875231725)"
"2969",9409685,"11/30/2013 03:00:00 AM","009XX W 32ND ST","OFFENSE INVOLVING CHILDREN","SEX ASSLT OF CHILD BY FAM MBR",1170579,1883681,2013,41.8363040595809,-87.649579759057,"(41.836304059580904, -87.64957975905696)"
"3299",9413553,"11/29/2013 06:00:00 PM","011XX S RICHMOND ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156906,1894902,2013,41.867383442133,-87.6994472278597,"(41.86738344213302, -87.69944722785966)"
"3344",9409334,"11/29/2013 05:00:00 PM","029XX W ARTHINGTON ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156902,1895857,2013,41.8700041415609,-87.6994360229785,"(41.870004141560905, -87.69943602297853)"
"3353",9409864,"11/29/2013 05:00:00 PM","053XX S SPAULDING AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1155245,1869112,2013,41.7966459789447,-87.7062361977835,"(41.796645978944674, -87.70623619778347)"
"3398",9409122,"11/29/2013 04:00:00 PM","051XX S WENTWORTH AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1175865,1871146,2013,41.801789811418,-87.6305598145946,"(41.80178981141801, -87.63055981459456)"
"3400",9409243,"11/29/2013 03:45:00 PM","066XX S WASHTENAW AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1159554,1860703,2013,41.7734831735507,-87.6906650553129,"(41.77348317355071, -87.69066505531292)"
"3606",9408831,"11/29/2013 10:30:00 AM","065XX S HARVARD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1175238,1861319,2013,41.7748375418731,-87.6331527539149,"(41.774837541873076, -87.63315275391487)"
"3618",9408931,"11/29/2013 10:10:00 AM","014XX N HAMLIN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1150823,1909115,2013,41.9065065051353,-87.7214069076813,"(41.906506505135276, -87.72140690768133)"
"3653",9408689,"11/29/2013 09:00:00 AM","070XX S COTTAGE GROVE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1182739,1858330,2013,41.766464560837,-87.6057481498961,"(41.76646456083701, -87.60574814989612)"
"3662",9408784,"11/29/2013 08:40:00 AM","083XX S KINGSTON AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1194659,1850257,2013,41.7440266308824,-87.5623228546773,"(41.74402663088239, -87.56232285467726)"
"3935",9409670,"11/28/2013 06:22:00 PM","021XX W WARNER AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1161197,1927573,2013,41.9569470387332,-87.6827845684363,"(41.95694703873317, -87.6827845684363)"
"3969",9408049,"11/28/2013 05:00:00 PM","055XX W 55TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1140485,1867635,2013,41.7928755619774,-87.7603995302639,"(41.79287556197741, -87.76039953026391)"
"4013",9408005,"11/28/2013 03:19:00 PM","069XX W MEDILL AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1129799,1914790,2013,41.9224650285654,-87.7985076802338,"(41.92246502856543, -87.79850768023381)"
"4095",9408230,"11/28/2013 12:45:00 PM","038XX W CHICAGO AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1150441,1905104,2013,41.8955073904641,-87.7229149932902,"(41.89550739046409, -87.72291499329017)"
"4103",9407843,"11/28/2013 12:15:00 PM","007XX E 111TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1183328,1831463,2013,41.6927247254514,-87.604423201431,"(41.69272472545141, -87.60442320143096)"
"4124",9407828,"11/28/2013 11:41:00 AM","077XX S EAST END AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1188924,1853830,2013,41.7539703610865,-87.5832219622904,"(41.75397036108649, -87.58322196229041)"
"4138",9408237,"11/28/2013 11:20:00 AM","030XX N ALLEN AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1152991,1919784,2013,41.9357404336403,-87.7131595090412,"(41.93574043364032, -87.7131595090412)"
"4155",9407833,"11/28/2013 10:35:00 AM","054XX W RICE ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1139807,1905174,2013,41.8959004477172,-87.7619699473909,"(41.89590044771717, -87.76196994739094)"
"4245",9407857,"11/28/2013 05:00:00 AM","042XX S CAMPBELL AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1160439,1876382,2013,41.816490222042,-87.6869886833475,"(41.81649022204202, -87.6869886833475)"
"4473",9407320,"11/27/2013 08:00:00 PM","055XX W GRAND AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1138769,1913443,2013,41.9186104636504,-87.7655813391919,"(41.91861046365038, -87.76558133919194)"
"4497",9408075,"11/27/2013 07:30:00 PM","081XX S HERMITAGE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1166130,1850915,2013,41.7464861797338,-87.66683683564,"(41.746486179733765, -87.66683683564)"
"4569",9415821,"11/27/2013 06:00:00 PM","025XX N HARDING AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1149666,1916456,2013,41.9266734667291,-87.7254659245438,"(41.926673466729135, -87.72546592454383)"
"4592",9407292,"11/27/2013 05:15:00 PM","022XX E 103RD ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1193088,1837089,2013,41.7079308758593,-87.5685077232857,"(41.707930875859304, -87.5685077232857)"
"4661",9407323,"11/27/2013 03:30:00 PM","045XX W WILCOX ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1146187,1898994,2013,41.8788228411325,-87.7386945863338,"(41.87882284113247, -87.73869458633384)"
"4679",9407202,"11/27/2013 03:00:00 PM","057XX S TALMAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1159654,1866275,2013,41.7887714707392,-87.6901456926017,"(41.788771470739206, -87.69014569260166)"
"4723",9409800,"11/27/2013 02:00:00 PM","060XX S BISHOP ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1167739,1864707,2013,41.7842988882982,-87.6605457807086,"(41.78429888829822, -87.66054578070856)"
"4834",9407378,"11/27/2013 11:30:00 AM","042XX W DIVISION ST","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",1147688,1907616,2013,41.9024538865987,-87.7329616381745,"(41.9024538865987, -87.73296163817454)"
"4925",9409136,"11/27/2013 08:00:00 AM","130XX S GREENWOOD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1185666,1818790,2013,41.6578936750658,-87.5962603460909,"(41.657893675065836, -87.59626034609087)"
"4927",9406511,"11/27/2013 08:00:00 AM","018XX N NASHVILLE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1132171,1911393,2013,41.913102312868,-87.7898711429541,"(41.913102312868034, -87.78987114295413)"
"5322",9407030,"11/26/2013 05:30:00 PM","052XX S ARTESIAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1160890,1869692,2013,41.7981227054777,-87.6855192792838,"(41.79812270547765, -87.68551927928384)"
"5344",9409123,"11/26/2013 05:00:00 PM","038XX S HERMITAGE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1165281,1879053,2013,41.8237184242056,-87.6691513341855,"(41.82371842420558, -87.66915133418554)"
"5394",9407173,"11/26/2013 04:00:00 PM","011XX W 90TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1170444,1845080,2013,41.7303813466569,-87.6511987846456,"(41.73038134665691, -87.65119878464562)"
"5446",9412084,"11/26/2013 03:00:00 PM","051XX N KENMORE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1168283,1934382,2013,41.9754805922656,-87.656536756144,"(41.975480592265605, -87.65653675614395)"
"5468",9405488,"11/26/2013 02:00:18 PM","065XX S FAIRFIELD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1159219,1860825,2013,41.7738248222089,-87.6918897626933,"(41.77382482220887, -87.69188976269334)"
"6006",9404435,"11/25/2013 06:45:00 PM","067XX S SANGAMON ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1171104,1859954,2013,41.7711831789597,-87.6483471989527,"(41.771183178959745, -87.64834719895268)"
"6357",9413981,"11/25/2013 08:00:00 AM","103XX S ELIZABETH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1169808,1836140,2013,41.7058624534096,-87.6537871532632,"(41.70586245340964, -87.6537871532632)"
"6472",9410611,"11/25/2013 12:01:00 AM","024XX W BELMONT AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1159318,1921220,2013,41.9395529618157,-87.6898676635244,"(41.93955296181571, -87.68986766352441)"
"6477",9405623,"11/25/2013 12:00:00 AM","024XX N RIDGEWAY AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1151012,1915998,2013,41.9253903844234,-87.7205319702195,"(41.92539038442344, -87.72053197021951)"
"6499",9403375,"11/24/2013 10:58:00 PM","062XX S ELLIS AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1183926,1863690,2013,41.7811452603459,-87.6012301566256,"(41.78114526034592, -87.60123015662562)"
"6647",9403151,"11/24/2013 06:00:00 PM","019XX W MONTEREY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1165808,1830858,2013,41.6914534442777,-87.6685841878571,"(41.6914534442777, -87.66858418785706)"
"6702",9403153,"11/24/2013 04:00:00 PM","109XX S EGGLESTON AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1175274,1832341,2013,41.6953173327773,-87.6338840938275,"(41.69531733277732, -87.63388409382749)"
"6708",9403446,"11/24/2013 04:00:00 PM","088XX S MICHIGAN AVE","OFFENSE INVOLVING CHILDREN","AGG SEX ASSLT OF CHILD FAM MBR",1178743,1846241,2013,41.733382772815,-87.6207618324736,"(41.73338277281503, -87.62076183247365)"
"7138",9403718,"11/23/2013 10:30:00 PM","074XX S MICHIGAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1178482,1855914,2013,41.7599325481858,-87.6214248091576,"(41.75993254818581, -87.62142480915756)"
"7276",9402544,"11/23/2013 07:00:00 PM","049XX W BARRY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1142987,1920120,2013,41.9368551496083,-87.7499169095366,"(41.93685514960826, -87.74991690953662)"
"7539",9402174,"11/23/2013 10:20:00 AM","007XX E 111TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1183328,1831463,2013,41.6927247254514,-87.604423201431,"(41.69272472545141, -87.60442320143096)"
"7548",9402057,"11/23/2013 10:05:00 AM","009XX N LAWNDALE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1151507,1905962,2013,41.8978409496202,-87.7189772345004,"(41.89784094962021, -87.71897723450041)"
"7578",9403289,"11/23/2013 09:00:00 AM","029XX S THROOP ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1169942,1885264,2013,41.8406618467248,-87.6518710520227,"(41.84066184672481, -87.65187105202268)"
"7826",9401711,"11/22/2013 09:25:00 PM","021XX N KEDVALE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1148410,1913847,2013,41.9195384692157,-87.730148635799,"(41.91953846921571, -87.73014863579901)"
"8316",9400905,"11/22/2013 11:00:00 AM","014XX W 119TH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1168699,1825788,2013,41.6774787991054,-87.658145372581,"(41.67747879910541, -87.65814537258102)"
"8427",9401701,"11/22/2013 08:00:00 AM","007XX N MICHIGAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1177339,1905731,2013,41.8966602839215,-87.6241065955368,"(41.89666028392147, -87.62410659553682)"
"8463",9400474,"11/22/2013 06:00:00 AM","013XX W 19TH ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1167829,1890829,2013,41.8559784558041,-87.65946468403,"(41.85597845580413, -87.65946468403001)"
"8489",9400233,"11/22/2013 03:09:54 AM","066XX S GREENWOOD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1184398,1861342,2013,41.7746910981962,-87.59957317758,"(41.77469109819615, -87.59957317757998)"
"8567",9404361,"11/21/2013 11:36:00 PM","090XX S DAUPHIN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1183635,1845017,2013,41.7299114393987,-87.6028782642874,"(41.72991143939873, -87.60287826428744)"
"8860",9401611,"11/21/2013 05:00:00 PM","0000X W 111TH PL","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1177999,1831074,2013,41.6917793444886,-87.6239452300403,"(41.69177934448856, -87.62394523004026)"
"8969",9399962,"11/21/2013 02:45:00 PM","066XX S WOLCOTT AVE","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY",1164870,1860600,2013,41.7730898641213,-87.6711806267377,"(41.773089864121275, -87.67118062673772)"
"9420",9399921,"11/20/2013 10:30:00 PM","012XX W 76TH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1169299,1854466,2013,41.7561626579515,-87.655122294041,"(41.75616265795154, -87.65512229404096)"
"9692",9398617,"11/20/2013 05:00:00 PM","031XX W JACKSON BLVD","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1155297,1898475,2013,41.8772205779599,-87.7052581579189,"(41.87722057795994, -87.70525815791888)"
"9739",9402049,"11/20/2013 04:00:00 PM","025XX W 45TH PL","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1160062,1874376,2013,41.8109932836462,-87.6884268362292,"(41.810993283646205, -87.68842683622923)"
"9788",9398216,"11/20/2013 03:30:00 PM","077XX S RHODES AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1181212,1853532,2013,41.7533336533638,-87.6114926910423,"(41.753333653363796, -87.61149269104234)"
"10101",9402188,"11/20/2013 07:30:00 AM","041XX N KIMBALL AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1153017,1927479,2013,41.9568555584341,-87.7128592399189,"(41.95685555843412, -87.71285923991894)"
"10116",9399371,"11/20/2013 07:00:00 AM","047XX S CHAMPLAIN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1181443,1873545,2013,41.8082458952917,-87.6100292663925,"(41.80824589529174, -87.61002926639246)"
"10213",9418194,"11/20/2013 12:00:00 AM","066XX N HARLEM AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1127339,1943826,2013,42.0021847657592,-87.806891203111,"(42.002184765759175, -87.80689120311101)"
"10391",9396774,"11/19/2013 07:30:00 PM","078XX S EAST END AVE","OFFENSE INVOLVING CHILDREN","CHILD ABANDONMENT",1188860,1853256,2013,41.7523967837389,-87.5834748305156,"(41.752396783738924, -87.58347483051563)"
"10546",9396494,"11/19/2013 04:30:00 PM","010XX E 132ND ST","OFFENSE INVOLVING CHILDREN","HARBOR RUNAWAY",1185705,1818070,2013,41.6559169752865,-87.5961401708135,"(41.65591697528646, -87.59614017081347)"
"10565",9396666,"11/19/2013 04:00:00 PM","011XX W 90TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1170444,1845080,2013,41.7303813466569,-87.6511987846456,"(41.73038134665691, -87.65119878464562)"
"10932",9395794,"11/19/2013 07:30:00 AM","059XX W FULTON ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1137068,1901447,2013,41.8857226925476,-87.7721193994412,"(41.88572269254763, -87.7721193994412)"
"11035",9400112,"11/19/2013 12:01:00 AM","043XX W FLOURNOY ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1147390,1896720,2013,41.8725597606642,-87.7343356286577,"(41.87255976066415, -87.73433562865767)"
"11239",9398300,"11/18/2013 07:00:00 PM","113XX S SPAULDING AVE","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",1156351,1829281,2013,41.6873209115428,-87.7032498251835,"(41.68732091154277, -87.70324982518348)"
"11362",9402424,"11/18/2013 04:15:00 PM","107XX S MACKINAW AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1200241,1834106,2013,41.6995679365751,-87.5424140418886,"(41.69956793657506, -87.54241404188856)"
"11371",9396459,"11/18/2013 04:00:00 PM","105XX S MILLARD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1153831,1834585,2013,41.701926321502,-87.7123353455097,"(41.70192632150203, -87.71233534550973)"
"11448",9395316,"11/18/2013 03:00:00 PM","076XX S ABERDEEN ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1170262,1854345,2013,41.755809731347,-87.6515966195642,"(41.75580973134697, -87.6515966195642)"
"11451",9396165,"11/18/2013 03:00:00 PM","013XX W JARVIS AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1165626,1949200,2013,42.016198724267,-87.6658827155393,"(42.016198724267, -87.66588271553928)"
"11525",9395189,"11/18/2013 01:15:00 PM","081XX W ADDISON ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1121215,1922968,2013,41.9450491349494,-87.8298722629906,"(41.9450491349494, -87.82987226299058)"
"11645",9398568,"11/18/2013 11:00:00 AM","074XX N CLARK ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1163036,1949251,2013,42.0163936914809,-87.6754116747182,"(42.01639369148092, -87.67541167471819)"
"11884",9397304,"11/18/2013 12:00:00 AM","011XX N LECLAIRE AVE","OFFENSE INVOLVING CHILDREN","SEX ASSLT OF CHILD BY FAM MBR",1142197,1907023,2013,41.9009303073347,-87.7531459443529,"(41.9009303073347, -87.75314594435292)"
"12603",9397220,"11/17/2013 12:00:00 AM","032XX W 54TH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1155556,1868670,2013,41.7954268373185,-87.7051075658052,"(41.795426837318466, -87.70510756580524)"
"12676",9394321,"11/16/2013 10:00:00 PM","051XX W WASHINGTON BLVD","OFFENSE INVOLVING CHILDREN","AGG SEX ASSLT OF CHILD FAM MBR",1142170,1899979,2013,41.8816012300064,-87.7534199840922,"(41.88160123000639, -87.7534199840922)"
"12682",9393109,"11/16/2013 09:45:00 PM","065XX S KEDZIE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1156219,1860966,2013,41.7742726229512,-87.7028834499322,"(41.77427262295119, -87.70288344993224)"
"12895",9401362,"11/16/2013 04:30:00 PM","026XX W EVERGREEN AVE","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",1158684,1908841,2013,41.9055971125339,-87.6925377795263,"(41.9055971125339, -87.69253777952635)"
"13093",9392374,"11/16/2013 10:50:00 AM","013XX N KEELER AVE","OFFENSE INVOLVING CHILDREN","SALE TOBACCO PRODUCTS TO MINOR",1148181,1908362,2013,41.9044915051632,-87.7311315167592,"(41.90449150516321, -87.73113151675923)"
"13239",9392243,"11/16/2013 03:17:00 AM","053XX W CHICAGO AVE","OFFENSE INVOLVING CHILDREN","CHILD ABANDONMENT",1140670,1904778,2013,41.8947979616331,-87.7588100270294,"(41.89479796163308, -87.75881002702938)"
"13358",9392125,"11/15/2013 11:55:00 PM","061XX S MORGAN ST","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",1170741,1863958,2013,41.7821785597554,-87.6495611238719,"(41.78217855975536, -87.64956112387195)"
"13431",9397126,"11/15/2013 10:05:00 PM","020XX W 52ND ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1163401,1870043,2013,41.7990335958494,-87.676301114779,"(41.79903359584937, -87.67630111477904)"
"13484",9391992,"11/15/2013 09:07:00 PM","005XX N LARAMIE AVE","OFFENSE INVOLVING CHILDREN","CONTRIBUTE CRIM DELINQUENCY JUVENILE",1141554,1903355,2013,41.8908767896172,-87.7555984860908,"(41.89087678961724, -87.75559848609076)"
"13687",9391647,"11/15/2013 05:47:00 PM","033XX W BEACH AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1153901,1909401,2013,41.907230504664,-87.7100925023797,"(41.90723050466398, -87.71009250237968)"
"13803",9393072,"11/15/2013 03:00:00 PM","001XX N OAKLEY BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1161094,1901055,2013,41.8841819465459,-87.6839015066408,"(41.884181946545894, -87.68390150664081)"
"14153",9392649,"11/15/2013 06:01:00 AM","025XX N MC VICKER AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1135588,1916545,2013,41.9271799044347,-87.7771948933983,"(41.92717990443466, -87.77719489339829)"
"14340",9393064,"11/14/2013 09:00:00 PM","035XX W 38TH PL","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1153393,1878800,2013,41.8232680634214,-87.7127711940488,"(41.82326806342135, -87.71277119404884)"
"14463",9391667,"11/14/2013 06:00:00 PM","023XX S HAMLIN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1151369,1888200,2013,41.8491027550894,-87.7199502985538,"(41.849102755089426, -87.71995029855377)"
"14466",9391679,"11/14/2013 06:00:00 PM","073XX S EAST END AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1188848,1856647,2013,41.761702277576,-87.5834104818181,"(41.761702277576, -87.58341048181812)"
"14654",9394852,"11/14/2013 02:00:00 PM","096XX S AVENUE J","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1202404,1841896,2013,41.7208895381251,-87.534229567637,"(41.72088953812506, -87.53422956763704)"
"14684",9390065,"11/14/2013 01:15:00 PM","001XX S LA SALLE ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1175110,1899841,2013,41.8805480647217,-87.6324699342336,"(41.880548064721715, -87.63246993423357)"
"14785",9389704,"11/14/2013 10:25:00 AM","077XX S PRAIRIE AVE","OFFENSE INVOLVING CHILDREN","CONTRIBUTE CRIM DELINQUENCY JUVENILE",1179330,1853949,2013,41.7545210711294,-87.618376762258,"(41.75452107112939, -87.61837676225804)"
"14833",9398790,"11/14/2013 09:00:00 AM","053XX S LOOMIS BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1167859,1869539,2013,41.7975558924851,-87.6599670551924,"(41.79755589248508, -87.65996705519235)"
"15184",9393131,"11/13/2013 07:00:00 PM","049XX S LOOMIS BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1167797,1871849,2013,41.8038961285397,-87.6601280726741,"(41.80389612853967, -87.66012807267408)"
