"","ID","Date","Block","Primary.Type","Description","X.Coordinate","Y.Coordinate","Year","Latitude","Longitude","Location"
"15788",21156,"11/12/2013 11:45:00 PM","022XX S OAKLEY AVE","HOMICIDE","FIRST DEGREE MURDER",1161430,1888858,2013,41.8507052396128,-87.6830069801749,"(41.85070523961281, -87.68300698017488)"
"16696",21155,"11/11/2013 03:45:00 PM","059XX S WINCHESTER AVE","HOMICIDE","FIRST DEGREE MURDER",1164334,1865247,2013,41.785853150827,-87.6730146680249,"(41.785853150826966, -87.67301466802495)"
"16856",21178,"11/11/2013 11:50:00 AM","001XX E 134","HOMICIDE","FIRST DEGREE MURDER",1179332,1827101,2013,41.6808466277621,-87.6191855582602,"(41.68084662776213, -87.61918555826021)"
"20385",21154,"11/06/2013 07:05:00 PM","014XX W 73RD PL","HOMICIDE","FIRST DEGREE MURDER",1167432,1856031,2013,41.7604974149943,-87.6619196961072,"(41.76049741499435, -87.66191969610718)"
"20428",21153,"11/06/2013 06:13:00 PM","014XX W 73RD PL","HOMICIDE","FIRST DEGREE MURDER",1167432,1856031,2013,41.7604974149943,-87.6619196961072,"(41.76049741499435, -87.66191969610718)"
"20467",21152,"11/06/2013 05:25:00 PM","087XX S LOOMIS ST","HOMICIDE","FIRST DEGREE MURDER",1168492,1846537,2013,41.7344217953059,-87.6583077303713,"(41.73442179530588, -87.65830773037133)"
"21988",21150,"11/04/2013 06:55:00 PM","060XX S TALMAN AVE","HOMICIDE","FIRST DEGREE MURDER",1159788,1864302,2013,41.7833545357291,-87.6897085128621,"(41.783354535729075, -87.68970851286208)"
"22757",21149,"11/03/2013 07:27:00 PM","044XX S RICHMOND ST","HOMICIDE","FIRST DEGREE MURDER",1157400,1875046,2013,41.8128862529732,-87.6981727308982,"(41.8128862529732, -87.69817273089824)"
"22936",21148,"11/03/2013 03:18:00 PM","065XX S BISHOP ST","HOMICIDE","FIRST DEGREE MURDER",1167831,1861374,2013,41.7751507464138,-87.6603041159573,"(41.77515074641375, -87.66030411595727)"
"23430",21146,"11/02/2013 10:49:00 PM","033XX W VAN BUREN ST","HOMICIDE","FIRST DEGREE MURDER",1154063,1897785,2013,41.8753518360184,-87.7098074831794,"(41.87535183601842, -87.70980748317942)"
"23565",21145,"11/02/2013 07:23:00 PM","065XX S HERMITAGE AVE","HOMICIDE","FIRST DEGREE MURDER",1165836,1861231,2013,41.7748009468818,-87.6676215965667,"(41.77480094688185, -87.6676215965667)"
"23736",21151,"11/02/2013 02:42:00 PM","085XX S OGLESBY AVE","HOMICIDE","FIRST DEGREE MURDER",1193357,1848990,2013,41.7405817873326,-87.5671347496569,"(41.74058178733257, -87.5671347496569)"
"23977",21144,"11/02/2013 06:07:00 AM","042XX W WEST END AVE","HOMICIDE","FIRST DEGREE MURDER",1147929,1900672,2013,41.8833941667336,-87.7322550820677,"(41.883394166733645, -87.73225508206767)"
"24913",21143,"11/01/2013 04:47:00 AM","023XX N MENARD AVE","HOMICIDE","FIRST DEGREE MURDER",1137364,1915298,2013,41.9237262025483,-87.7706987988409,"(41.923726202548295, -87.77069879884094)"
"25117",21142,"10/31/2013 10:38:00 PM","086XX S MORGAN ST","HOMICIDE","FIRST DEGREE MURDER",1171115,1847639,2013,41.7373889812024,-87.6486661255187,"(41.73738898120235, -87.64866612551874)"
"25921",21141,"10/31/2013 12:50:00 AM","121XX S UNION AVE","HOMICIDE","FIRST DEGREE MURDER",1173812,1824035,2013,41.6725568100044,-87.6394818643709,"(41.67255681000435, -87.63948186437085)"
"27518",21140,"10/29/2013 05:11:00 AM","026XX N SAWYER AVE","HOMICIDE","FIRST DEGREE MURDER",1153993,1917166,2013,41.9285364883612,-87.709547069893,"(41.928536488361225, -87.70954706989302)"
"27691",21139,"10/28/2013 09:45:00 PM","053XX W ADAMS ST","HOMICIDE","FIRST DEGREE MURDER",1140944,1898777,2013,41.8783254341083,-87.7579514683753,"(41.87832543410829, -87.7579514683753)"
"28017",21138,"10/28/2013 02:54:00 PM","015XX S CHRISTIANA AVE","HOMICIDE","FIRST DEGREE MURDER",1154247,1892130,2013,41.85983023144,-87.7092828418651,"(41.85983023144004, -87.70928284186506)"
"28352",21137,"10/28/2013 05:25:00 AM","012XX W 72ND PL","HOMICIDE","FIRST DEGREE MURDER",1169062,1856740,2013,41.7624079368907,-87.6559252246684,"(41.762407936890725, -87.65592522466844)"
"29118",21136,"10/27/2013 01:29:00 AM","037XX W LAWRENCE AVE","HOMICIDE","FIRST DEGREE MURDER",1150821,1931681,2013,41.9684294838747,-87.7208219878991,"(41.968429483874715, -87.72082198789911)"
"29392",21135,"10/26/2013 07:11:00 PM","006XX W 640","HOMICIDE","FIRST DEGREE MURDER",1173407,1845941,2013,41.7326790978549,-87.640318993414,"(41.73267909785487, -87.640318993414)"
"29748",21134,"10/26/2013 08:30:00 AM","008XX E 832","HOMICIDE","FIRST DEGREE MURDER",1183363,1850849,2013,41.7459214250301,-87.6036935402518,"(41.745921425030055, -87.60369354025183)"
"33278",21132,"10/21/2013 04:15:00 PM","083XX S ELLIS AVE","HOMICIDE","FIRST DEGREE MURDER",1184376,1849956,2013,41.7434473076222,-87.6000096291033,"(41.74344730762221, -87.6000096291033)"
"36843",21130,"10/17/2013 03:47:00 AM","019XX W OGDEN AVE","HOMICIDE","FIRST DEGREE MURDER",1163359,1897070,2013,41.8731994293309,-87.6756963033139,"(41.873199429330946, -87.67569630331393)"
"37066",21131,"10/16/2013 07:50:00 PM","057XX W BLOOMINGDALE AVE","HOMICIDE","FIRST DEGREE MURDER",1137899,1911217,2013,41.9125178234636,-87.7688316775056,"(41.91251782346364, -87.7688316775056)"
"37266",21128,"10/16/2013 03:24:00 PM","105XX S LAFAYETTE AVE","HOMICIDE","FIRST DEGREE MURDER",1177752,1835046,2013,41.7026846597816,-87.6247298843905,"(41.702684659781625, -87.62472988439046)"
"37267",21129,"10/16/2013 03:24:00 PM","105XX S LAFAYETTE AVE","HOMICIDE","FIRST DEGREE MURDER",1177752,1835046,2013,41.7026846597816,-87.6247298843905,"(41.702684659781625, -87.62472988439046)"
"39028",21126,"10/14/2013 10:47:00 AM","008XX E 832","HOMICIDE","FIRST DEGREE MURDER",1183363,1850849,2013,41.7459214250301,-87.6036935402518,"(41.745921425030055, -87.60369354025183)"
"39830",21125,"10/13/2013 05:02:00 AM","003XX S 300","HOMICIDE","FIRST DEGREE MURDER",1144396,1898214,2013,41.8767162888823,-87.745290492242,"(41.876716288882314, -87.74529049224202)"
"41639",21124,"10/11/2013 12:15:00 AM","010XX N RICHMOND ST","HOMICIDE","FIRST DEGREE MURDER",1156496,1906733,2013,41.8998571464893,-87.7006321858246,"(41.899857146489325, -87.70063218582465)"
"41844",21122,"10/10/2013 07:43:00 PM","044XX W ADAMS ST","HOMICIDE","FIRST DEGREE MURDER",1147024,1898688,2013,41.8779671867956,-87.7356290766309,"(41.8779671867956, -87.73562907663089)"
"42521",21121,"10/09/2013 11:19:00 PM","067XX S CHAPPEL AVE","HOMICIDE","FIRST DEGREE MURDER",1190999,1860647,2013,41.7726268667395,-87.5753977935067,"(41.77262686673954, -87.5753977935067)"
"42589",21119,"10/09/2013 09:43:00 PM","067XX S CHAPPEL AVE","HOMICIDE","FIRST DEGREE MURDER",1190999,1860647,2013,41.7726268667395,-87.5753977935067,"(41.77262686673954, -87.5753977935067)"
"42590",21120,"10/09/2013 09:43:00 PM","067XX S CHAPPEL AVE","HOMICIDE","FIRST DEGREE MURDER",1190999,1860647,2013,41.7726268667395,-87.5753977935067,"(41.77262686673954, -87.5753977935067)"
"42600",21118,"10/09/2013 09:15:00 PM","089XX S MAY ST","HOMICIDE","FIRST DEGREE MURDER",1170184,1845394,2013,41.7312486579222,-87.6521421442192,"(41.731248657922215, -87.65214214421918)"
"43032",21117,"10/09/2013 12:41:00 PM","013XX W THORNDALE AVE","HOMICIDE","FIRST DEGREE MURDER",1166043,1939673,2013,41.9900475180479,-87.6646220905818,"(41.990047518047945, -87.66462209058179)"
"43334",21116,"10/09/2013 12:51:00 AM","006XX N 652","HOMICIDE","FIRST DEGREE MURDER",1150227,1904285,2013,41.8932641451162,-87.7237223428577,"(41.89326414511622, -87.72372234285774)"
"43891",21114,"10/08/2013 12:05:00 PM","073XX S DORCHESTER AVE","HOMICIDE","FIRST DEGREE MURDER",1186766,1856806,2013,41.762188142199,-87.5910360870525,"(41.76218814219896, -87.59103608705254)"
"44064",21115,"10/08/2013 06:41:00 AM","042XX N DAMEN AVE","HOMICIDE","FIRST DEGREE MURDER",1162208,1928339,2013,41.9590278598133,-87.6790463415156,"(41.95902785981329, -87.67904634151557)"
"45485",21111,"10/06/2013 07:35:00 AM","076XX S CARPENTER ST","HOMICIDE","FIRST DEGREE MURDER",1170675,1854265,2013,41.7555812101645,-87.6500854004998,"(41.755581210164465, -87.65008540049982)"
"45702",21109,"10/05/2013 11:09:00 PM","110XX S VERNON AVE","HOMICIDE","FIRST DEGREE MURDER",1181172,1831553,2013,41.693021492365,-87.6123138808129,"(41.693021492365034, -87.61231388081286)"
"45993",21110,"10/05/2013 03:39:00 PM","117XX S MORGAN ST","HOMICIDE","FIRST DEGREE MURDER",1171731,1826930,2013,41.6805469003698,-87.6470139964566,"(41.68054690036982, -87.6470139964566)"
"46712",21107,"10/04/2013 07:57:00 PM","004XX S 425","HOMICIDE","FIRST DEGREE MURDER",1139176,1897160,2013,41.8739205140289,-87.7644826210689,"(41.87392051402885, -87.76448262106886)"
"47085",21108,"10/04/2013 11:45:00 AM","083XX S SCOTTSDALE AVE","HOMICIDE","FIRST DEGREE MURDER",1147656,1848586,2013,41.7404677150381,-87.734590143953,"(41.74046771503808, -87.73459014395297)"
"49448",21105,"10/01/2013 04:45:00 PM","071XX S BENNETT AVE","HOMICIDE","FIRST DEGREE MURDER",1189986,1857879,2013,41.7650556886653,-87.5792000762966,"(41.76505568866531, -87.57920007629664)"
"50638",21102,"09/30/2013 10:38:00 AM","006XX E 637","HOMICIDE","FIRST DEGREE MURDER",1181708,1864005,2013,41.7820611817197,-87.6093520022852,"(41.782061181719676, -87.60935200228522)"
"50757",21101,"09/30/2013 07:40:00 AM","065XX S KILPATRICK AVE","HOMICIDE","FIRST DEGREE MURDER",1146141,1860495,2013,41.7731769156406,-87.7398400188042,"(41.77317691564057, -87.73984001880424)"
"51542",21100,"09/29/2013 02:05:00 AM","009XX W 951","HOMICIDE","FIRST DEGREE MURDER",1170969,1858373,2013,41.7668476701347,-87.6488881786585,"(41.76684767013467, -87.64888817865847)"
"52490",21106,"09/28/2013 01:22:00 AM","012XX S KEDVALE AVE","HOMICIDE","FIRST DEGREE MURDER",1148959,1893859,2013,41.8646786485357,-87.7286490643744,"(41.86467864853566, -87.72864906437441)"
"53459",21099,"09/27/2013 01:22:00 AM","011XX N MAYFIELD AVE","HOMICIDE","FIRST DEGREE MURDER",1136772,1907194,2013,41.9014985026114,-87.7730685818969,"(41.901498502611396, -87.7730685818969)"
"53659",21098,"09/26/2013 08:33:00 PM","070XX S STONY ISLAND AVE","HOMICIDE","FIRST DEGREE MURDER",1187991,1858479,2013,41.7667499053605,-87.5864931293714,"(41.76674990536053, -87.58649312937138)"
"54078",21103,"09/26/2013 11:30:00 AM","060XX S HONORE ST","HOMICIDE","FIRST DEGREE MURDER",1165088,1864822,2013,41.784670973398,-87.6702621517247,"(41.78467097339796, -87.67026215172473)"
"54472",21097,"09/25/2013 08:49:00 PM","072XX S WENTWORTH AVE","HOMICIDE","FIRST DEGREE MURDER",1176252,1856988,2013,41.7629300794734,-87.6295655121746,"(41.762930079473385, -87.6295655121746)"
"56282",21096,"09/23/2013 08:31:00 PM","035XX S RHODES AVE","HOMICIDE","FIRST DEGREE MURDER",1180132,1881331,2013,41.8296414696298,-87.6145987793669,"(41.82964146962977, -87.6145987793669)"
"58413",21166,"09/21/2013 09:00:00 AM","056XX S NEENAH AVE","HOMICIDE","FIRST DEGREE MURDER",1133641,1866436,2013,41.7897077095272,-87.7855242407339,"(41.789707709527235, -87.78552424073386)"
"58414",21165,"09/21/2013 09:00:00 AM","056XX S NEENAH AVE","HOMICIDE","FIRST DEGREE MURDER",1133641,1866436,2013,41.7897077095272,-87.7855242407339,"(41.789707709527235, -87.78552424073386)"
"58513",21094,"09/21/2013 03:22:00 AM","012XX W WASHBURNE AVE","HOMICIDE","FIRST DEGREE MURDER",1168271,1894491,2013,41.8660177604997,-87.6577365602754,"(41.86601776049972, -87.65773656027542)"
"58623",21092,"09/21/2013 12:01:00 AM","060XX S HALSTED ST","HOMICIDE","FIRST DEGREE MURDER",1172053,1864459,2013,41.7835246304562,-87.6447362792128,"(41.78352463045619, -87.64473627921275)"
"58870",21091,"09/20/2013 07:18:00 PM","066XX S HONORE ST","HOMICIDE","FIRST DEGREE MURDER",1165202,1860444,2013,41.7726547585251,-87.6699680046163,"(41.772654758525114, -87.66996800461625)"
"58903",21090,"09/20/2013 06:59:00 PM","022XX E 71ST ST","HOMICIDE","FIRST DEGREE MURDER",1192539,1858396,2013,41.7664125732719,-87.5698259315914,"(41.76641257327187, -87.56982593159141)"
"59165",21089,"09/20/2013 01:38:00 PM","069XX S VERNON AVE","HOMICIDE","FIRST DEGREE MURDER",1180486,1859137,2013,41.7687310529197,-87.6139814214025,"(41.768731052919655, -87.61398142140251)"
"59485",21093,"09/20/2013 04:18:00 AM","079XX S WOOD ST","HOMICIDE","FIRST DEGREE MURDER",1165769,1852051,2013,41.7496111926829,-87.6681274478761,"(41.74961119268289, -87.66812744787606)"
"59526",21088,"09/20/2013 01:38:00 AM","036XX W AUGUSTA BLVD","HOMICIDE","FIRST DEGREE MURDER",1151631,1906457,2013,41.899196840961,-87.718508762946,"(41.89919684096099, -87.71850876294602)"
"59773",21087,"09/19/2013 07:37:00 PM","077XX S SANGAMON ST","HOMICIDE","FIRST DEGREE MURDER",1171363,1853291,2013,41.7528934067712,-87.6475925038874,"(41.75289340677122, -87.64759250388737)"
"61154",21095,"09/18/2013 06:23:00 AM","011XX N WALLER AVE","HOMICIDE","FIRST DEGREE MURDER",1138095,1907229,2013,41.9015707342269,-87.7682081369957,"(41.90157073422692, -87.76820813699567)"
"61899",21086,"09/17/2013 09:15:00 AM","060XX S DR MARTIN LUTHER KING JR DR","HOMICIDE","FIRST DEGREE MURDER",1180003,1864795,2013,41.7842682410668,-87.615578746499,"(41.78426824106684, -87.615578746499)"
"62051",21085,"09/17/2013 01:30:00 AM","080XX S WOODLAWN AVE","HOMICIDE","FIRST DEGREE MURDER",1185576,1851650,2013,41.7480676706488,-87.5955595895327,"(41.74806767064879, -87.59555958953274)"
"64421",21084,"09/14/2013 02:21:00 AM","015XX N MILWAUKEE AVE","HOMICIDE","FIRST DEGREE MURDER",1163297,1910225,2013,41.9092990967628,-87.6755536785779,"(41.909299096762815, -87.67555367857788)"
"65751",21081,"09/12/2013 02:59:00 PM","001XX W 100","HOMICIDE","FIRST DEGREE MURDER",1177383,1835707,2013,41.7045068606316,-87.6260611833131,"(41.70450686063157, -87.62606118331308)"
"66073",21083,"09/12/2013 07:09:00 AM","011XX N PULASKI RD","HOMICIDE","FIRST DEGREE MURDER",1149477,1907126,2013,41.90107473221,-87.7264030292212,"(41.90107473220999, -87.72640302922117)"
"66235",21080,"09/11/2013 11:24:00 PM","102XX S OGLESBY AVE","HOMICIDE","FIRST DEGREE MURDER",1193882,1837507,2013,41.7090585213737,-87.5655864672445,"(41.70905852137368, -87.56558646724453)"
"66898",21079,"09/11/2013 08:59:00 AM","014XX N DAMEN AVE","HOMICIDE","FIRST DEGREE MURDER",1162840,1909721,2013,41.9079256891584,-87.6772466522347,"(41.90792568915841, -87.67724665223474)"
"67367",21078,"09/10/2013 06:04:00 PM","060XX S KOLMAR AVE","HOMICIDE","FIRST DEGREE MURDER",1147035,1864075,2013,41.7829840518484,-87.7364716938664,"(41.7829840518484, -87.73647169386645)"
"67949",21077,"09/10/2013 12:58:00 AM","003XX E 302","HOMICIDE","FIRST DEGREE MURDER",1180439,1816575,2013,41.6519364291707,-87.6154543569504,"(41.65193642917073, -87.6154543569504)"
"68572",21076,"09/09/2013 10:14:00 AM","083XX S BALTIMORE AVE","HOMICIDE","FIRST DEGREE MURDER",1196752,1850209,2013,41.7438431984776,-87.5546556580671,"(41.74384319847759, -87.5546556580671)"
"69422",21072,"09/08/2013 10:11:00 AM","055XX S MOZART ST","HOMICIDE","FIRST DEGREE MURDER",1158353,1867984,2013,41.7934878112133,-87.6948694970111,"(41.793487811213346, -87.69486949701106)"
"69492",21073,"09/08/2013 06:44:00 AM","017XX W 21ST PL","HOMICIDE","FIRST DEGREE MURDER",1165265,1889834,2013,41.8533029160473,-87.668904077022,"(41.85330291604732, -87.66890407702199)"
"70396",21071,"09/07/2013 07:05:00 AM","051XX S ELLSWORTH DR","HOMICIDE","FIRST DEGREE MURDER",1180022,1870776,2013,41.8006802199193,-87.615325940698,"(41.800680219919315, -87.61532594069799)"
"72411",21067,"09/05/2013 12:02:00 AM","051XX S CALUMET AVE","HOMICIDE","FIRST DEGREE MURDER",1179327,1870910,2013,41.8010638304846,-87.6178706190495,"(41.8010638304846, -87.61787061904946)"
"72978",21066,"09/04/2013 12:01:00 PM","075XX S UNION AVE","HOMICIDE","FIRST DEGREE MURDER",1172983,1854752,2013,41.7568669884271,-87.6416128171365,"(41.75686698842709, -87.64161281713649)"
"74278",21063,"09/02/2013 08:30:00 PM","057XX S PRINCETON AVE","HOMICIDE","FIRST DEGREE MURDER",1175222,1867072,2013,41.790624747834,-87.6330396475409,"(41.79062474783395, -87.63303964754091)"
"74338",21062,"09/02/2013 07:22:00 PM","105XX S LA SALLE ST","HOMICIDE","FIRST DEGREE MURDER",1177188,1834820,2013,41.7020771996892,-87.6268018875671,"(41.702077199689164, -87.6268018875671)"
"74434",21064,"09/02/2013 05:06:00 PM","044XX W WILCOX ST","HOMICIDE","FIRST DEGREE MURDER",1146555,1898923,2013,41.8786210042495,-87.7373451573327,"(41.87862100424951, -87.73734515733268)"
"74582",21061,"09/02/2013 02:10:00 PM","066XX S RHODES AVE","HOMICIDE","FIRST DEGREE MURDER",1181082,1861143,2013,41.7742220177454,-87.6117351087955,"(41.77422201774541, -87.61173510879546)"
"75025",21060,"09/02/2013 12:20:00 AM","064XX S MORGAN ST","HOMICIDE","FIRST DEGREE MURDER",1170715,1861970,2013,41.7767238198257,-87.6497143895298,"(41.77672381982573, -87.64971438952982)"
"75129",21065,"09/01/2013 10:08:00 PM","011XX N ORLEANS ST","HOMICIDE","FIRST DEGREE MURDER",1173655,1908023,2013,41.9030324248765,-87.6375688905635,"(41.903032424876486, -87.63756889056346)"
"75789",21059,"09/01/2013 07:58:00 AM","122XX S ABERDEEN ST","HOMICIDE","FIRST DEGREE MURDER",1171169,1823707,2013,41.6717147151205,-87.6491648675763,"(41.67171471512049, -87.64916486757627)"
"76586",21058,"08/31/2013 11:19:00 AM","117XX S HALE AVE","HOMICIDE","FIRST DEGREE MURDER",1164632,1826831,2013,41.6804274701485,-87.6730026779744,"(41.68042747014845, -87.67300267797441)"
"76782",21057,"08/31/2013 02:44:00 AM","038XX S HALSTED ST","HOMICIDE","FIRST DEGREE MURDER",1171637,1879483,2013,41.8247611868738,-87.6458208666607,"(41.82476118687379, -87.64582086666066)"
"76799",21056,"08/31/2013 02:00:00 AM","056XX W BARRY AVE","HOMICIDE","FIRST DEGREE MURDER",1138304,1920087,2013,41.9368507570641,-87.7671286211151,"(41.93685075706413, -87.76712862111506)"
"77387",21055,"08/30/2013 01:42:00 PM","051XX S WINCHESTER AVE","HOMICIDE","FIRST DEGREE MURDER",1164190,1870294,2013,41.7997057848694,-87.6734005930405,"(41.799705784869424, -87.67340059304045)"
"77744",21053,"08/30/2013 01:38:00 AM","040XX S CALUMET AVE","HOMICIDE","FIRST DEGREE MURDER",1179136,1878380,2013,41.821566504194,-87.6183431543674,"(41.82156650419396, -87.61834315436735)"
"78321",21050,"08/29/2013 01:00:00 PM","079XX S AVALON AVE","HOMICIDE","FIRST DEGREE MURDER",1185972,1852288,2013,41.7498090796523,-87.5940884493519,"(41.749809079652344, -87.5940884493519)"
"78449",21054,"08/29/2013 09:40:00 AM","071XX S RIDGELAND AVE","HOMICIDE","FIRST DEGREE MURDER",1189139,1858173,2013,41.765882785331,-87.5822951209436,"(41.76588278533097, -87.58229512094363)"
"78783",21048,"08/28/2013 09:05:00 PM","082XX S AVALON AVE","HOMICIDE","FIRST DEGREE MURDER",1185937,1850584,2013,41.7451339573107,-87.5942703351284,"(41.745133957310706, -87.59427033512844)"
"79511",21047,"08/28/2013 01:04:00 AM","039XX W DIVISION ST","HOMICIDE","FIRST DEGREE MURDER",1149800,1907674,2013,41.9025722225317,-87.725202345095,"(41.90257222253166, -87.72520234509498)"
"79629",21046,"08/27/2013 10:22:00 PM","016XX W 59TH ST","HOMICIDE","FIRST DEGREE MURDER",1166282,1865542,2013,41.7866213924708,-87.6658639541182,"(41.78662139247077, -87.66586395411817)"
"79848",21045,"08/27/2013 06:00:00 PM","039XX N LONG AVE","HOMICIDE","FIRST DEGREE MURDER",1139698,1925477,2013,41.9516160685376,-87.7618733422074,"(41.951616068537575, -87.7618733422074)"
"80326",21044,"08/27/2013 05:00:00 AM","033XX W HARRISON ST","HOMICIDE","FIRST DEGREE MURDER",1153856,1897116,2013,41.8735201529897,-87.7105853317814,"(41.873520152989656, -87.71058533178136)"
"80380",21043,"08/27/2013 01:28:00 AM","062XX S STATE ST","HOMICIDE","FIRST DEGREE MURDER",1177304,1863306,2013,41.7802436710659,-87.6255191969436,"(41.78024367106589, -87.62551919694357)"
"81056",21042,"08/26/2013 10:10:00 AM","007XX W 730","HOMICIDE","FIRST DEGREE MURDER",1172345,1864128,2013,41.7826099070473,-87.6436754424689,"(41.78260990704733, -87.64367544246886)"
"81718",21041,"08/25/2013 04:05:00 PM","091XX S COMMERCIAL AVE","HOMICIDE","FIRST DEGREE MURDER",1197771,1844988,2013,41.7294910019525,-87.5510959139492,"(41.72949100195249, -87.55109591394918)"
"82003",21040,"08/25/2013 09:04:00 AM","040XX W WILCOX ST","HOMICIDE","FIRST DEGREE MURDER",1149483,1898990,2013,41.878748562068,-87.72659230278,"(41.87874856206796, -87.72659230277999)"
"82035",21049,"08/25/2013 08:16:00 AM","011XX W 88TH ST","HOMICIDE","FIRST DEGREE MURDER",1170119,1846481,2013,41.7342329519442,-87.6523487570077,"(41.73423295194415, -87.65234875700766)"
"84098",21039,"08/23/2013 12:56:00 AM","010XX W WILSON AVE","HOMICIDE","FIRST DEGREE MURDER",1168751,1930682,2013,41.9653175233342,-87.6549235061767,"(41.96531752333416, -87.65492350617666)"
"84112",21038,"08/23/2013 12:15:00 AM","036XX S MARSHFIELD AVE","HOMICIDE","FIRST DEGREE MURDER",1165900,1880792,2013,41.8284772705366,-87.6668309487213,"(41.828477270536574, -87.66683094872128)"
"85098",21036,"08/21/2013 10:34:00 PM","067XX S SANGAMON ST","HOMICIDE","FIRST DEGREE MURDER",1171173,1860340,2013,41.7722409014089,-87.6480829963278,"(41.77224090140891, -87.64808299632776)"
"86725",21035,"08/20/2013 04:22:00 AM","062XX S ASHLAND AVE","HOMICIDE","FIRST DEGREE MURDER",1166776,1863538,2013,41.7811116292768,-87.6641098770652,"(41.78111162927679, -87.66410987706524)"
"86750",21037,"08/20/2013 02:04:00 AM","012XX S LAWNDALE AVE","HOMICIDE","FIRST DEGREE MURDER",1151949,1893974,2013,41.8649359055091,-87.7176696715889,"(41.86493590550913, -87.71766967158892)"
"87841",21034,"08/18/2013 10:25:00 PM","013XX W 90TH ST","HOMICIDE","FIRST DEGREE MURDER",1169205,1845129,2013,41.7305426650335,-87.6557362265808,"(41.73054266503354, -87.65573622658083)"
