"","ID","Date","Block","Primary.Type","Description","X.Coordinate","Y.Coordinate","Year","Latitude","Longitude","Location"
"618846",8421310,"12/31/2011 07:53:00 PM","051XX S AVERS AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1151619,1870000,2011,41.7991545990202,-87.7195099827952,"(41.79915459902019, -87.71950998279516)"
"618854",8421369,"12/31/2011 07:40:00 PM","060XX W 63RD ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1137072,1862090,2011,41.7777208207944,-87.7730473527564,"(41.77772082079438, -87.77304735275638)"
"618889",8421245,"12/31/2011 07:00:00 PM","050XX N NORTHWEST HWY","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1139059,1933088,2011,41.9725130115731,-87.764036445544,"(41.972513011573064, -87.76403644554395)"
"618964",8421281,"12/31/2011 05:00:00 PM","017XX N ALBANY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1155415,1911651,2011,41.9133743770603,-87.7044702979867,"(41.913374377060265, -87.70447029798672)"
"619193",8421062,"12/31/2011 10:10:00 AM","026XX N FAIRFIELD AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1157614,1917718,2011,41.9299781576886,-87.696226019626,"(41.92997815768862, -87.69622601962602)"
"619200",8423842,"12/31/2011 10:00:00 AM","034XX W 63RD ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1154564,1862671,2011,41.7789845352879,-87.7089050581512,"(41.778984535287904, -87.70890505815123)"
"619212",8420900,"12/31/2011 09:30:00 AM","022XX S ST LOUIS AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1153345,1888807,2011,41.8507294758325,-87.7126820198125,"(41.8507294758325, -87.71268201981246)"
"619468",8420643,"12/30/2011 11:40:00 PM","013XX S FAIRFIELD AVE","OFFENSE INVOLVING CHILDREN","AGG SEX ASSLT OF CHILD FAM MBR",1158282,1893724,2011,41.8641228976217,-87.6944278937313,"(41.86412289762166, -87.69442789373126)"
"619504",8420479,"12/30/2011 10:45:00 PM","005XX W 123RD ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1174707,1823366,2011,41.6707011428834,-87.636225947674,"(41.670701142883395, -87.636225947674)"
"619536",8421980,"12/30/2011 10:00:00 PM","035XX S RHODES AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1180131,1881331,2011,41.8296414925879,-87.6146024483105,"(41.82964149258787, -87.6146024483105)"
"619749",8420208,"12/30/2011 05:45:00 PM","068XX S CLAREMONT AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1161873,1859242,2011,41.7694261160756,-87.6822046237512,"(41.76942611607562, -87.68220462375122)"
"619953",8420934,"12/30/2011 02:00:00 PM","103XX S AVENUE L","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1201870,1837078,2011,41.7076821495934,-87.5363487895347,"(41.70768214959337, -87.53634878953469)"
"620354",8590756,"12/30/2011 12:00:00 AM","013XX S FAIRFIELD AVE","OFFENSE INVOLVING CHILDREN","AGG SEX ASSLT OF CHILD FAM MBR",1158282,1893724,2011,41.8641228976217,-87.6944278937313,"(41.86412289762166, -87.69442789373126)"
"620591",8422330,"12/29/2011 07:00:00 PM","014XX S TRUMBULL AVE","OFFENSE INVOLVING CHILDREN","SEX ASSLT OF CHILD BY FAM MBR",1153638,1892980,2011,41.8621748525613,-87.7114957245257,"(41.86217485256131, -87.7114957245257)"
"620915",8429886,"12/29/2011 12:00:00 PM","017XX N LUNA AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1139170,1911040,2011,41.9120090651779,-87.7641665996065,"(41.91200906517787, -87.76416659960647)"
"620994",8418582,"12/29/2011 10:00:00 AM","084XX S DANTE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1187388,1848978,2011,41.7406926120055,-87.5890046131728,"(41.7406926120055, -87.58900461317278)"
"621435",8421149,"12/28/2011 07:00:00 PM","001XX N LATROBE AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1141396,1900568,2011,41.8832318366012,-87.7562475814912,"(41.883231836601205, -87.75624758149115)"
"621483",8417430,"12/28/2011 06:00:00 PM","078XX S HALSTED ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1172283,1852998,2011,41.752069205716,-87.6442296774616,"(41.75206920571599, -87.64422967746158)"
"621718",8417926,"12/28/2011 01:15:00 PM","034XX W ADAMS ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1153152,1898813,2011,41.8781908891043,-87.7131250636752,"(41.87819088910431, -87.71312506367516)"
