"","ID","Date","Block","Primary.Type","Description","X.Coordinate","Y.Coordinate","Year","Latitude","Longitude","Location"
"1339205",7299473,"12/31/2009 06:00:00 PM","087XX S ELIZABETH ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1169487,1846563,2009,41.7344716704701,-87.6546617452864,"(41.73447167047009, -87.65466174528645)"
"1339209",7296772,"12/31/2009 06:00:00 PM","110XX S AVENUE J","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1202493,1832475,2009,41.6950352856914,-87.5342238086153,"(41.695035285691425, -87.53422380861528)"
"1339251",7296705,"12/31/2009 05:00:00 PM","021XX N CALIFORNIA AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1157304,1914473,2009,41.921079950723,-87.6974536214321,"(41.92107995072299, -87.69745362143215)"
"1339367",7297169,"12/31/2009 02:00:00 PM","028XX W GREENLEAF AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156212,1946670,2009,42.0094525205788,-87.7005922730195,"(42.00945252057878, -87.70059227301947)"
"1339449",7304890,"12/31/2009 12:04:00 PM","088XX S SAGINAW AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1195373,1846906,2009,41.7348136249907,-87.559817104336,"(41.734813624990686, -87.55981710433596)"
"1339476",7296535,"12/31/2009 11:50:00 AM","050XX W VAN BUREN ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1142907,1897502,2009,41.8747903355817,-87.750775446566,"(41.87479033558175, -87.75077544656595)"
"1339590",7523932,"12/31/2009 08:00:00 AM","047XX W MAYPOLE AVE","OFFENSE INVOLVING CHILDREN","AGG SEX ASSLT OF CHILD FAM MBR",1144925,1901006,2009,41.8843679093799,-87.743277665842,"(41.8843679093799, -87.74327766584204)"
"1339638",7295761,"12/31/2009 04:00:00 AM","050XX W GLADYS AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1142859,1897831,2009,41.8756940469232,-87.7509434881996,"(41.875694046923236, -87.75094348819961)"
"1339766",7308392,"12/31/2009 12:00:00 AM","115XX S HARVARD AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1175983,1828416,2009,41.6845307129413,-87.6314053218397,"(41.68453071294128, -87.63140532183968)"
"1340269",7294864,"12/30/2009 02:40:00 PM","072XX S EXCHANGE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1193832,1857608,2009,41.7642186500475,-87.5651124960169,"(41.76421865004747, -87.56511249601685)"
"1340486",7294420,"12/30/2009 10:00:00 AM","031XX W 111TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1157239,1830798,2009,41.6914659774814,-87.6999581026165,"(41.69146597748138, -87.69995810261648)"
"1340691",7373813,"12/30/2009 12:00:00 AM","061XX S WHIPPLE ST","OFFENSE INVOLVING CHILDREN","AGG CRIM SEX ABUSE FAM MEMBER",1157064,1863743,2009,41.781876077749,-87.6997107966851,"(41.781876077748954, -87.69971079668514)"
"1340768",7293719,"12/29/2009 10:00:00 PM","049XX W JACKSON BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1143744,1898262,2009,41.8768602399859,-87.7476832586815,"(41.87686023998589, -87.74768325868146)"
"1342000",7291459,"12/28/2009 12:27:00 PM","045XX S DREXEL BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABANDONMENT",1182922,1874802,2009,41.8116609152171,-87.6045656194337,"(41.811660915217075, -87.60456561943374)"
"1342029",7291476,"12/28/2009 12:00:00 PM","011XX N LOREL AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1140504,1907154,2009,41.9013210376085,-87.7593613262576,"(41.901321037608525, -87.75936132625763)"
"1342134",7303983,"12/28/2009 09:00:00 AM","052XX N LIEB AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1139087,1934606,2009,41.9766780215437,-87.7638963782257,"(41.97667802154373, -87.76389637822567)"
"1342455",7292539,"12/27/2009 09:00:00 PM","006XX N SPRINGFIELD AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1150314,1904019,2009,41.8925325168372,-87.7234097656183,"(41.892532516837164, -87.7234097656183)"
"1342517",7291726,"12/27/2009 07:25:00 PM","076XX S PARNELL AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1173763,1854102,2009,41.7550660626477,-87.6387734928732,"(41.755066062647685, -87.63877349287321)"
"1342617",7316074,"12/27/2009 05:00:00 PM","066XX S ALBANY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156906,1860269,2009,41.7723461031687,-87.7003838144351,"(41.77234610316867, -87.70038381443513)"
"1342705",7320687,"12/27/2009 02:00:00 PM","066XX S ALBANY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156906,1860269,2009,41.7723461031687,-87.7003838144351,"(41.77234610316867, -87.70038381443513)"
"1342729",7290431,"12/27/2009 01:44:00 PM","076XX S MAY ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1170010,1854337,2009,41.755793254407,-87.6525203724,"(41.75579325440695, -87.65252037240002)"
"1342799",7318295,"12/27/2009 12:00:00 PM","071XX N RIDGE BLVD","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1161048,1947584,2009,42.0118610997784,-87.6827735548664,"(42.01186109977841, -87.68277355486636)"
"1343119",7301554,"12/26/2009 11:00:00 PM","053XX W HIRSCH ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1140718,1908763,2009,41.9057323889745,-87.7585356721422,"(41.90573238897451, -87.75853567214219)"
"1343282",7295287,"12/26/2009 07:00:00 PM","115XX S YALE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1176723,1828196,2009,41.6839104224197,-87.6287029907864,"(41.68391042241968, -87.62870299078637)"
"1343319",7293502,"12/26/2009 06:00:00 PM","046XX S LAFLIN ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1167152,1874077,2009,41.8100238497163,-87.6624298315497,"(41.810023849716316, -87.66242983154973)"
"1343467",7291974,"12/26/2009 02:00:00 PM","097XX S MANISTEE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1196286,1840681,2009,41.7177091185614,-87.5566780948412,"(41.71770911856144, -87.55667809484117)"
"1343502",7289925,"12/26/2009 01:00:00 PM","043XX S LAKE PARK AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1184630,1876329,2009,41.8158111953,-87.5982529263028,"(41.81581119530005, -87.59825292630276)"
"1343528",7290435,"12/26/2009 12:30:00 PM","028XX W GREENLEAF AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1156212,1946670,2009,42.0094525205788,-87.7005922730195,"(42.00945252057878, -87.70059227301947)"
"1343605",7289325,"12/26/2009 10:30:00 AM","015XX W FARGO AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1164529,1949477,2009,42.0169822180807,-87.6699114341167,"(42.01698221808066, -87.66991143411674)"
"1343620",7291402,"12/26/2009 10:00:00 AM","087XX S CARPENTER ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1170886,1846711,2009,41.7348474164423,-87.6495321296198,"(41.73484741644228, -87.6495321296198)"
"1343645",7289337,"12/26/2009 09:00:00 AM","084XX S CRANDON AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1192939,1849276,2009,41.7413767987777,-87.5686569199912,"(41.7413767987777, -87.56865691999116)"
"1343668",7289288,"12/26/2009 07:30:00 AM","082XX S MARSHFIELD AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1166736,1850009,2009,41.7439870837761,-87.6646421016972,"(41.74398708377614, -87.66464210169717)"
"1343784",7290436,"12/26/2009 01:00:00 AM","045XX W PARKER AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1145721,1917902,2009,41.9307172564899,-87.7399253982999,"(41.93071725648986, -87.73992539829995)"
"1343931",7290233,"12/25/2009 09:00:00 PM","060XX N NAPLES AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1132146,1940299,2009,41.9924239094906,-87.789288854803,"(41.99242390949058, -87.78928885480296)"
"1343966",7288948,"12/25/2009 08:00:00 PM","059XX N NORTHWEST HWY","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1130909,1939238,2009,41.9895339035452,-87.7938636239983,"(41.98953390354517, -87.79386362399835)"
"1343968",7288875,"12/25/2009 07:50:00 PM","051XX N MILWAUKEE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1138473,1933670,2009,41.974120735396,-87.7661771397851,"(41.97412073539601, -87.76617713978514)"
"1343979",7288993,"12/25/2009 07:30:00 PM","006XX W ROOSEVELT RD","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1171882,1894986,2009,41.8672973307359,-87.6444658204295,"(41.867297330735944, -87.64446582042955)"
"1344019",7288898,"12/25/2009 06:15:00 PM","101XX S AVENUE M","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1201449,1838456,2009,41.7114741773193,-87.5378438465684,"(41.71147417731925, -87.53784384656845)"
